,id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,n_words,vader_sentiment,rel_char_len
48211,36140236,Beautiful room near central park,271393608,Michael,Manhattan,Hell's Kitchen,40.7664,-73.98586,Shared room,69,1,1,2019-06-30,1.0,6,24,5,0.5994,0.64
30823,23860047,Beautiful 4 Bedroom Apartment,27615247,Judy,Brooklyn,Midwood,40.62301,-73.96253,Entire home/apt,150,14,3,2018-07-24,0.24,3,3,4,0.5994,0.58
10063,7725573,Huge Private Bedroom in Harlem Apt,10872717,Mala,Manhattan,Harlem,40.81469,-73.94887,Private room,75,1,1,2016-03-31,0.03,1,0,6,0.3182,0.68
21528,17234955,Getaway 2 Bed 1 Bath close to park,113805886,Yaacov,Manhattan,Upper East Side,40.77747,-73.95193,Entire home/apt,190,31,4,2019-01-03,0.21,33,299,8,0.0,0.68
41093,31955252,Parlour Room Central Park/ Columbia University,22023754,Joshua,Manhattan,Harlem,40.80725,-73.95471,Private room,75,2,1,2019-06-22,1.0,1,22,6,0.0,0.92
30691,23749162,West Village Paradise - Large 1 bedroom,6989615,Emanuel,Manhattan,West Village,40.74069,-74.00546,Entire home/apt,175,3,18,2019-06-09,1.13,1,175,7,0.6369,0.78
9164,7020266,Private room in sunny apt.,3524653,Simona,Brooklyn,Williamsburg,40.71688,-73.94162,Private room,90,2,18,2019-05-20,0.37,1,280,6,0.4215,0.52
32176,25157160,"Helles, charmantes Zimmer in Brooklyn-WG",4876817,Kitti,Brooklyn,Crown Heights,40.67589,-73.95525,Private room,41,20,1,2018-06-12,0.08,1,0,6,0.0,0.8
15767,12751037,"Large, Private Bedroom near Union Square.",69355658,K,Manhattan,Gramercy,40.73328,-73.9859,Private room,90,3,23,2019-06-23,0.6,1,0,8,0.0,0.82
36469,28989676,Modern & Spacious Luxe Apt,59982224,Leli,Brooklyn,East New York,40.67474,-73.87187,Entire home/apt,200,3,1,2019-01-02,0.16,4,4,5,0.0,0.52
5913,4310501,Spacious Bedroom in East Village,21127377,Orhun,Manhattan,East Village,40.72627,-73.98915,Private room,110,3,64,2019-06-30,1.26,1,14,5,0.0,0.64
11865,9238295,Modern Spacious Apartment near UN (doorman bldg),24272490,Slavka,Manhattan,Midtown,40.75145,-73.97162,Entire home/apt,179,1,9,2017-09-11,0.21,1,189,9,0.0,0.96
3189,1903288,Beautiful and spacious  bedroom in Williamsburg,7849107,Nicholas,Brooklyn,Williamsburg,40.71351,-73.94316,Private room,70,6,1,2017-08-26,0.04,2,0,6,0.5994,0.94
25936,20712708,Gramercy Park Location.. cozy and comfortable!,7077897,Philip,Manhattan,Gramercy,40.73804,-73.98178,Entire home/apt,175,5,3,2019-06-27,0.13,1,65,8,0.5562,0.92
2211,1036734,Apartment in the heart of Upper East Side,5707409,Mary,Manhattan,Upper East Side,40.77054,-73.95497,Entire home/apt,100,3,226,2019-07-01,2.97,1,221,8,0.0,0.82
44213,34115136,Sonder | Stock Exchange | Gorgeous 1BR + Laundry,219517861,Sonder (NYC),Manhattan,Financial District,40.70756,-74.01229,Entire home/apt,210,2,3,2019-06-22,3.0,327,302,9,0.6124,0.96
15636,12619450,Quiet-Private Large Brooklyn Studio,1539941,Ron,Brooklyn,Kensington,40.63568,-73.97383,Entire home/apt,75,2,10,2019-05-27,0.26,1,362,4,0.0,0.7
40025,31086198,6 minutes from JFK Private Bedroom/Bathroom,232251881,Lakshmee,Queens,Springfield Gardens,40.6667,-73.78469,Private room,100,1,86,2019-07-05,13.3,8,335,6,0.0,0.86
12906,9823636,Cozy Room in Hell's Kitchen,25153542,Andrea,Manhattan,Hell's Kitchen,40.76057,-73.99038,Private room,85,1,1,2015-12-19,0.02,1,0,6,0.0,0.54
31084,24122599,Cozy room in a Victorian house in Central Brooklyn,14905006,Myriam,Brooklyn,Kensington,40.63966,-73.9716,Private room,52,1,11,2019-05-27,0.81,1,0,9,0.0,1.0
9057,6947477,Private room. Amazing location!,35968845,Andre,Manhattan,Upper West Side,40.79265,-73.97108,Private room,89,1,1,2015-07-19,0.02,2,0,6,0.6239,0.62
31783,24792114,Sunny apartment,3405917,Juliana,Queens,Sunnyside,40.74597,-73.91434,Private room,55,3,26,2019-06-17,1.82,1,1,2,0.4215,0.3
19879,15930495,Great apt in amazing East Village!,1778121,Jay,Manhattan,East Village,40.72692,-73.98781,Private room,119,3,8,2018-11-02,0.25,1,76,7,0.8478,0.68
19082,15160791,Private Room Williamsburg 3 Blocks from L Bedford,96186778,Masahiro,Brooklyn,Williamsburg,40.71865,-73.95875,Private room,75,3,72,2019-06-22,2.14,1,56,8,-0.2263,0.98
19815,15865251,Manhattan - Upper East Side Lovely Private Bedroom,69406365,Yoko,Manhattan,Upper East Side,40.77097,-73.94862,Private room,60,1,27,2017-06-30,0.88,2,0,8,0.5859,1.0
24254,19532805,"Private Room, Bright, Waterfront! Fantastic view!!",123736951,Anne A,Manhattan,Roosevelt Island,40.75829,-73.95295,Private room,80,3,35,2019-03-17,1.44,1,0,11,0.8114,1.0
41835,32527598,Castle Nolita,138492193,Antonio,Manhattan,Little Italy,40.71907,-73.99685,Entire home/apt,160,1,25,2019-06-21,5.47,1,29,2,0.0,0.26
26510,21098848,Sunny 1 bedroom suite in midtown Manhattan,120762452,Stanley,Manhattan,Murray Hill,40.74877,-73.97565,Entire home/apt,175,30,1,2019-02-01,0.19,50,364,7,0.4215,0.84
17406,13725947,"Large bedroom, with sunny deck  backyard.",2352388,Mas,Brooklyn,Crown Heights,40.67992,-73.95902,Private room,80,1,22,2018-12-16,0.6,1,0,8,0.4215,0.82
8093,6245408,Sweet Harlem studio,7038817,Sarah,Manhattan,Harlem,40.80373,-73.95523,Entire home/apt,105,5,5,2016-12-30,0.1,1,0,3,0.4588,0.38
1246,532288,A Little West Village Charm,683230,Thomas,Manhattan,Greenwich Village,40.73176,-73.99895,Private room,295,5,103,2019-06-30,1.25,3,350,5,0.3477,0.54
16588,13280923,A room for mom or woman on adventure,74879324,Sophia,Manhattan,Harlem,40.80515,-73.95595,Private room,79,3,50,2018-10-14,1.33,1,36,8,0.3182,0.72
309,71812,Condo Apartment with laundry in unit,369015,Thai,Bronx,Kingsbridge,40.87207,-73.90193,Entire home/apt,90,30,4,2019-01-02,0.35,2,346,6,0.0,0.72
16654,13316988,Great room close to Columbia University and Subway,11684392,Thomas,Manhattan,Upper West Side,40.79951,-73.96767,Private room,67,5,1,2016-07-24,0.03,1,0,8,0.6249,1.0
1302,566911,Entire 1 Bedroom Apartment Flat Historic Bedstuy,2788488,Sajjad,Brooklyn,Bedford-Stuyvesant,40.68411,-73.93875,Entire home/apt,80,4,42,2019-05-28,0.49,1,245,7,0.0,0.96
9853,7580481,Bright & Stylish Studio in the LES,10622338,Hester,Manhattan,Lower East Side,40.71767,-73.99004,Entire home/apt,160,1,26,2016-12-31,0.54,1,0,7,0.4404,0.68
4100,2635794,"room in a two bedroom apt, whole apartment",13496782,Nicole,Brooklyn,Williamsburg,40.70719,-73.96407,Entire home/apt,200,1,2,2016-12-12,0.06,1,0,9,0.0,0.84
24090,19413230,2 bedroom flat in Greenwich Village New York,136098610,Lydia,Manhattan,West Village,40.73247,-74.00335,Entire home/apt,225,2,54,2019-06-20,2.22,1,79,8,0.0,0.88
21504,17210810,Perfect West Village Apartment,6950431,Mike And Lori,Manhattan,West Village,40.73532,-74.0031,Entire home/apt,170,3,1,2017-02-20,0.03,1,0,4,0.5719,0.6
7853,6005868,"Sunny, Spacious & Sweet 2BD home!",31177258,Sam,Brooklyn,Williamsburg,40.71151,-73.95339,Entire home/apt,245,5,32,2019-04-26,0.63,1,305,8,0.7263,0.66
15815,12795851,Clean & Spacious Bushwick Loft (front),21467726,Tyler,Brooklyn,Williamsburg,40.70294,-73.93711,Private room,70,1,10,2019-04-14,0.29,2,281,8,0.4019,0.76
1946,851772,CHIC 1 BEDROOM IN MANHATTAN (UES),4445677,Ari,Manhattan,Upper East Side,40.7704,-73.95024,Entire home/apt,166,1,15,2014-09-06,0.19,1,188,8,0.2732,0.66
14755,11659296,Apartment in Williamsburg - Long term lease,49572092,Laura,Brooklyn,Williamsburg,40.71976,-73.94234,Entire home/apt,105,180,10,2017-11-28,0.25,1,1,7,0.0,0.86
4606,3219401,Lovely room in Greenwich Village,3481965,Pierre-Hubert,Manhattan,Greenwich Village,40.72928,-74.00135,Private room,90,4,3,2017-01-01,0.05,1,0,5,0.5859,0.64
45023,34492605,Brand new huge 3 bedroom apartment.,260352154,Ranjit,Queens,South Ozone Park,40.67072,-73.79534,Entire home/apt,400,1,1,2019-06-05,0.86,1,281,7,0.3182,0.7
20757,16443103,Sunny and new luxury studio,107836121,Svetlana,Manhattan,Midtown,40.76555,-73.98029,Entire home/apt,150,5,1,2017-10-16,0.05,1,0,5,0.4215,0.54
35697,28338004,Mott Haven Dorm-Bed D,174785358,Rem,Bronx,Port Morris,40.80994,-73.93061,Shared room,28,1,29,2019-05-27,3.09,7,89,4,0.0,0.42
44800,34413436,"Bed only ladys, near LaGuardia & Manhattan",223087887,Jess & Ana,Queens,Corona,40.74262,-73.86674,Shared room,25,1,12,2019-07-07,6.0,8,351,8,0.0,0.84
22666,18347330,Sunny One-Bedroom Apartment in Brooklyn,36678842,Danny,Brooklyn,Crown Heights,40.66939,-73.95832,Entire home/apt,150,3,2,2018-01-02,0.08,1,0,5,0.4215,0.78
6742,4836986,Private bedroom,24895956,Giorgi,Manhattan,East Harlem,40.78712,-73.95365,Private room,80,1,39,2017-06-16,0.91,1,189,2,0.0,0.3
12260,9487497,"Sunny, Charming Brooklyn 1 Bedroom!",2448332,Robyn,Brooklyn,Cobble Hill,40.69035,-73.99633,Entire home/apt,119,8,37,2019-06-19,0.87,1,85,7,0.784,0.7
6053,4430808,Studio-Private Entrance /Bath/Kitchen Near JFK,23002099,Sol & Izak,Queens,Jamaica Estates,40.71873,-73.80324,Entire home/apt,64,2,192,2019-06-17,3.47,1,234,5,0.0,0.92
22143,17826827,Shabby chic Studio 1 Block from McGolrick Park,5626253,Matthew,Brooklyn,Greenpoint,40.7233,-73.94187,Entire home/apt,116,1,9,2017-04-30,0.32,1,0,8,-0.2023,0.92
3084,1821541,Large 2BR apartment East Village,2208993,Chris,Manhattan,East Village,40.7221,-73.98356,Entire home/apt,420,1,53,2019-04-28,1.04,3,250,5,0.0,0.64
39061,30506672,Peaceful Haven in NYC!,24419496,Melissa,Manhattan,Upper East Side,40.77604,-73.94524,Entire home/apt,125,3,1,2019-01-03,0.16,1,0,5,0.5411,0.44
30743,23789480,Queen Charlotte’s in B’klyn  (accommodation for 1),37401126,Leah,Brooklyn,East Flatbush,40.64016,-73.94057,Private room,50,2,35,2019-05-27,2.22,4,296,13,0.0,1.0
7608,5720569,NYC 1-Bedroom Apt in the Heights,29661897,Eric,Manhattan,Washington Heights,40.8558,-73.93025,Entire home/apt,100,5,15,2017-10-23,0.29,1,30,6,0.0,0.64
11434,8882549,Private room in the East Village!,26123839,Oliver,Manhattan,East Village,40.72285,-73.98133,Private room,80,2,7,2016-03-01,0.15,1,0,7,0.0,0.66
8901,6821839,"1 BR Apt., historic Jackson Heights",35726649,Chris,Queens,Jackson Heights,40.75129,-73.88784,Entire home/apt,135,5,8,2019-06-29,0.17,1,0,7,0.0,0.7
20174,16153863,Modern 1 bedroom in Prime Bushwick,34508225,Camilla,Brooklyn,Bushwick,40.70389,-73.92771,Entire home/apt,135,3,5,2018-07-01,0.2,1,0,6,0.0,0.68
29599,22717766,The heart of Brooklyn,158461160,Sophia,Brooklyn,Bedford-Stuyvesant,40.68094,-73.9462,Entire home/apt,58,30,4,2019-05-15,0.26,6,220,4,0.0,0.42
39703,30907275,Cozy Brooklyn Loft,105221828,Tk,Brooklyn,Bedford-Stuyvesant,40.68124,-73.90797,Private room,60,2,1,2019-04-21,0.38,1,0,3,0.0,0.36
14484,11396225,Beautiful Brownstone apt in Central Harlem,9585945,Tom & Emma,Manhattan,Harlem,40.80761,-73.94249,Entire home/apt,140,4,7,2018-11-08,0.2,1,128,6,0.5994,0.84
11102,8590777,BEAUTIFUL&BRIGHT 1 bd (E. Village),6346333,Zac,Manhattan,East Village,40.72917,-73.98517,Private room,180,1,27,2017-02-22,0.59,2,0,9,0.0,0.68
36277,28861629,Comfort and Charm in Harlem with a View!!!,138957777,Azarii,Manhattan,East Harlem,40.80226,-73.93734,Private room,83,2,25,2019-06-24,2.69,1,161,11,0.7249,0.84
47021,35548551,"Bright, Clean and Spacious 2 bdrm top floor!",11397354,Regine,Brooklyn,Flatbush,40.64225,-73.96425,Entire home/apt,89,2,1,2019-06-27,1.0,1,4,10,0.7712,0.88
6962,4991235,"Cozy, quiet 2-story place by subway",25271688,Margot,Brooklyn,Greenpoint,40.7313,-73.95341,Private room,100,14,1,2015-09-21,0.02,1,0,7,0.0,0.7
16380,13165250,Cozy Apartment In Inwood!,43272945,Corey,Manhattan,Inwood,40.8679,-73.91842,Entire home/apt,80,1,2,2016-07-18,0.06,1,0,5,0.0,0.5
15082,12028733,Comfortable and Spacious Bedroom B,52474491,Arthur,Brooklyn,Sea Gate,40.57774,-74.01022,Private room,97,1,2,2016-03-28,0.05,3,0,5,0.5106,0.68
15970,12914082,Clean and bright bedroom in Soho,8255336,Darren,Manhattan,SoHo,40.72258,-74.00358,Private room,85,30,5,2016-08-21,0.14,2,69,6,0.6808,0.64
830,294250,Beautiful New Garden Apartment ,45682,Irina,Manhattan,Upper West Side,40.77611,-73.97808,Entire home/apt,150,1,88,2019-06-07,0.99,1,0,4,0.5994,0.62
32855,25887684,Gorgeous Two Br Apt in Jamaica Estates.,194520886,Nazma,Queens,Jamaica Estates,40.71434,-73.78805,Entire home/apt,125,1,18,2019-06-09,1.78,2,166,8,0.6124,0.78
43877,33925600,"Nice room in Brooklyn, Safe area 30m to D,N/Town",92897185,Nikolett,Brooklyn,Borough Park,40.6348,-74.00304,Private room,60,1,6,2019-06-23,2.25,2,46,12,0.6908,0.96
29876,22997160,Chill Vibes in Beautiful Fort Greene,170567335,Robert,Brooklyn,Fort Greene,40.69054,-73.97892,Private room,95,2,5,2019-01-25,0.74,1,0,6,0.5994,0.72
22966,18601353,Spacious bedroom in Brooklyn - Great for couples!,101258676,Uri,Brooklyn,Kensington,40.63255,-73.97324,Private room,48,1,116,2019-06-21,4.47,1,343,9,0.6588,0.98
46137,35098251,Rare Spacious City Apartment - WIFI & GYM,28464830,Sam,Manhattan,Murray Hill,40.74653,-73.97891,Entire home/apt,650,3,2,2019-07-01,1.71,1,84,8,0.0,0.82
32019,24995898,Private room Brooklyn,188969229,Auri,Brooklyn,Bushwick,40.68845,-73.91878,Private room,60,1,50,2019-06-27,3.61,1,91,3,0.0,0.42
37799,29931976,Hudson Yard - Bright Double Double  Room,224414117,Gabriel,Manhattan,Hell's Kitchen,40.75671,-73.99694,Private room,199,1,20,2019-06-04,2.49,30,359,7,0.4404,0.8
41629,32364475,TIMES SQUARE!!! COZY PRIVATE ROOM  (for up to 3)!,97131241,Marccelo Gabriel,Manhattan,Theater District,40.76282,-73.98236,Private room,115,1,27,2019-06-23,5.79,1,94,15,0.0,0.98
9509,7307468,Large Room in Brooklyn w/ Office,26364541,Claire,Brooklyn,Bedford-Stuyvesant,40.69381,-73.944,Private room,49,1,1,2015-07-20,0.02,1,0,6,0.0,0.64
2863,1624665,"Bushwick Biodome Loft, Fun & Unique, Great View!",8638841,Nathan,Brooklyn,Williamsburg,40.70537,-73.92975,Private room,65,4,142,2019-06-26,2.03,1,115,11,0.8268,0.96
29850,22973043,"Coolest neighborhood, cutest apartment.",74873565,China,Manhattan,Two Bridges,40.7116,-73.99568,Entire home/apt,175,2,8,2019-05-06,0.46,1,0,6,0.5859,0.78
1785,802677,Large & Elegant Pre-War One Bedroom,4224513,Adam,Manhattan,Upper West Side,40.78592,-73.97775,Entire home/apt,173,4,16,2018-11-10,0.2,1,0,6,0.4767,0.7
33544,26534838,Large Studio in the heart of West Village,5225042,Kai,Manhattan,West Village,40.73429,-74.00487,Entire home/apt,150,3,6,2019-03-25,0.52,1,0,8,0.0,0.82
3299,1971540,Sunny Midtown NYC Room,10179999,Joseph,Manhattan,Upper West Side,40.77021,-73.98721,Private room,150,1,157,2019-06-28,2.49,1,365,4,0.4215,0.44
48251,36152646,"Peace, Love and Sunshine",44929652,Lawanne,Brooklyn,East Flatbush,40.64431,-73.94867,Entire home/apt,200,3,1,2019-07-06,1.0,4,357,5,0.8979,0.48
2991,1743379,Spacious Historic Williamsburg 2/1.5 Townhouse,9177920,Irie,Brooklyn,Williamsburg,40.70982,-73.9642,Entire home/apt,250,3,144,2019-07-05,2.06,1,128,5,0.0,0.92
28264,21984189,Bryant Park,160520133,Jay,Manhattan,Midtown,40.75288,-73.98526,Entire home/apt,250,7,11,2019-07-03,0.58,1,265,2,0.0,0.22
10341,7915831,"Lovely, Room/with Private bathroom",5719436,Leonie,Brooklyn,Flatbush,40.63982,-73.96634,Private room,1100,1,1,2016-09-11,0.03,1,365,5,0.5859,0.68
32614,25610763,Large cozy bedroom close to Times Square 43D4,190921808,John,Manhattan,Hell's Kitchen,40.7551,-73.99674,Private room,62,7,3,2019-06-02,0.52,47,324,8,0.0,0.9
24836,19922292,Cool Studio in Brooklyn,51870709,Max,Brooklyn,Bedford-Stuyvesant,40.69341,-73.94789,Entire home/apt,120,1,4,2017-08-28,0.17,1,0,4,0.3182,0.46
7796,5919646,*** Gorgeous 2BD apt with Terrace ***,410962,Mike,Manhattan,Hell's Kitchen,40.76738,-73.98466,Entire home/apt,200,3,14,2019-07-07,0.32,1,9,11,0.6124,0.74
4908,3513960,AMAZING ROOM ARTSY BKLYN BROWNSTONE,4847926,Shelley,Brooklyn,Flatbush,40.64246,-73.95443,Private room,38,3,76,2019-06-03,1.3,3,253,5,0.5859,0.7
43503,33689398,comfortable & cozy qns size bed Feel it yourself,50375092,Mohamad,Staten Island,Dongan Hills,40.5788,-74.09155,Private room,37,1,7,2019-07-04,2.66,3,310,9,0.5106,0.96
4447,3041280,Crown Heights Duplex Apt.,4401973,Juan Felipe,Brooklyn,Prospect-Lefferts Gardens,40.6602,-73.95043,Private room,95,1,1,2015-06-30,0.02,1,0,5,0.0,0.5
42084,32681548,Artful UWS Room-2 Double Beds Near Central Park,245314318,Arthouse Hotel,Manhattan,Upper West Side,40.78162,-73.97941,Private room,250,1,1,2019-05-04,0.45,10,281,8,0.0,0.94
33861,26814763,One bedroom with full bed / 1 stop from Manhattan,201647469,Danielle,Queens,Long Island City,40.74565,-73.94699,Private room,108,2,13,2019-06-20,1.74,1,333,10,-0.296,0.98
8146,6283028,A Gorgeous 1BR in a Luxury Building,3603806,Shir,Manhattan,Upper West Side,40.7722,-73.98119,Entire home/apt,276,4,46,2019-04-27,1.15,1,9,7,0.6124,0.7
27944,21861551,Brand-new Luxury apt. Stunning views by Penn st.,2431679,Danish,Manhattan,Chelsea,40.75117,-73.99305,Private room,155,2,7,2018-04-08,0.36,1,0,10,0.3818,0.96
29733,22849615,The best location - ASTORIA 46th st,46081317,Fabiana,Queens,Astoria,40.75639,-73.91619,Private room,50,25,5,2019-01-01,0.33,3,155,7,0.6369,0.7
13957,10585031,Luxury affordable in Williamsburg!,48988714,Luigi,Brooklyn,Williamsburg,40.71362,-73.95617,Entire home/apt,360,1,4,2019-06-22,0.18,3,201,5,0.0,0.68
29282,22465327,"*NEW*6 BED BROOKLYN DUPLX,15 MIN TRAIN RIDE 2 CITY",254846,Brendan,Brooklyn,Bushwick,40.69023,-73.91621,Entire home/apt,399,3,19,2019-05-06,1.13,4,272,12,0.0,1.0
15297,12250653,Small Cozy Room in Artsy Apartment,20043119,Anita,Brooklyn,Clinton Hill,40.6881,-73.96281,Private room,50,1,3,2017-05-17,0.1,1,0,6,0.0,0.68
25398,20308927,"Huge Brownstone duplex w/garden, Park Slope, BK,NY",24945340,Oliver,Brooklyn,Park Slope,40.67447,-73.97605,Entire home/apt,400,2,7,2019-01-01,0.37,1,14,11,0.3182,1.0
16445,13201181,"2BR heart of Williamsburg, luxury hipster heaven",19873203,Caitlin,Brooklyn,Williamsburg,40.71351,-73.95848,Entire home/apt,319,2,49,2019-06-03,1.32,1,82,8,0.5106,0.96
31424,24431205,"A cozy private room, close to Columbia!",20267412,Minami,Manhattan,Morningside Heights,40.80868,-73.95801,Private room,55,4,2,2018-08-17,0.16,1,0,9,0.0,0.78
35774,28389754,Affordable comfy room in Fresh Meadows,23120620,Jackie,Queens,Flushing,40.73862,-73.80808,Private room,65,1,2,2019-05-20,0.52,5,90,6,0.3182,0.76
33245,26253804,Hell's Kitchen Living Room Retreat,145072632,Andrea,Manhattan,Hell's Kitchen,40.75973,-73.98815,Shared room,65,2,13,2019-06-23,1.34,2,5,6,0.2023,0.68
9505,7304034,SPACIOUS Lower East Side DUPLEX 3 bed 2 ba COMFY,37623794,Amanda,Manhattan,East Village,40.72545,-73.98802,Entire home/apt,299,1,69,2019-06-16,1.52,1,257,10,-0.296,0.96
20216,16172498,Cozy and quiet room on Broadway 2!,102383709,Mark & Will,Manhattan,Harlem,40.83069,-73.94779,Private room,58,4,131,2019-06-26,4.17,2,115,8,0.0,0.68
44819,34416762,Great room at Brooklyn close to the subway station,251311623,Vitória,Brooklyn,Bedford-Stuyvesant,40.6792,-73.91411,Private room,58,2,4,2019-06-30,2.14,5,164,9,0.6249,1.0
44318,34173579,Quiet and cozy 1 bedroom apartment,78261482,Petr,Manhattan,Hell's Kitchen,40.76085,-73.99222,Entire home/apt,168,3,2,2019-07-01,1.13,2,4,6,0.0,0.68
43333,33589352,B-comfortable queen size bed try it yourself,50375092,Mohamad,Staten Island,Dongan Hills,40.57882,-74.09197,Private room,49,1,8,2019-06-09,2.53,3,342,7,0.0,0.88
29779,22899900,Private Room A In Prime Location,162427870,Anna,Manhattan,Midtown,40.74698,-73.98906,Private room,110,1,135,2019-06-15,7.67,3,311,6,0.0,0.64
9110,6973159,Bed-stuy belle,4225192,Gaby,Brooklyn,Bedford-Stuyvesant,40.6936,-73.94653,Private room,40,1,1,2015-07-11,0.02,1,0,2,0.0,0.28
25556,20454481,Cute Studio In Riverdale NYC,6010437,Taylor,Bronx,Kingsbridge,40.88165,-73.90633,Entire home/apt,100,2,46,2019-06-03,2.0,1,10,5,0.4588,0.56
47104,35598472,Clean Affordable Luxury Studio on Wall St,267818706,Jonathan,Manhattan,Financial District,40.70611,-74.00773,Entire home/apt,205,1,3,2019-06-23,3.0,1,45,7,0.4019,0.82
28675,22190231,"LUXURY BEDROOM FOR RENT, close to Manhattan.",119128599,Jessie,Queens,Maspeth,40.73094,-73.90131,Private room,59,2,13,2019-01-13,0.9,1,35,9,0.0,0.88
46131,35096173,Like Warm Apple Pie!,264109370,Gabriel&Anais,Manhattan,East Harlem,40.78891,-73.94399,Entire home/apt,151,3,2,2019-06-24,2.0,1,11,5,0.5707,0.4
2805,1559435,Gorgeous & Spacious Full 1 BR Apt,5191738,Alisha,Brooklyn,Bedford-Stuyvesant,40.68864,-73.9213,Entire home/apt,75,2,36,2019-06-25,0.66,1,0,7,0.6124,0.66
10089,7741113,Prospect Park Room,910884,Kristian,Brooklyn,Prospect-Lefferts Gardens,40.65606,-73.95902,Private room,49,10,1,2016-04-16,0.03,1,0,3,0.296,0.36
42113,32697647,Spacious! 3 bed 2bath 5min JFK & Resorts Casino,199075581,Larry,Queens,Jamaica,40.67193,-73.77986,Entire home/apt,135,1,23,2019-07-02,8.52,1,121,10,0.0,0.94
26085,20809263,Elegant Studio Apt in Prospect Heights,87024253,Miguel,Brooklyn,Prospect Heights,40.67935,-73.9723,Entire home/apt,115,2,7,2017-11-27,0.32,1,0,6,0.6486,0.76
38044,30049817,Modern Manhattan Apartment,140830391,Jay,Manhattan,Inwood,40.86159,-73.92686,Private room,60,1,15,2019-06-24,2.01,9,89,3,0.0,0.52
11988,9339253,Clean ground floor apartment,48471249,Kimberly,Brooklyn,Clinton Hill,40.69306,-73.96813,Private room,100,2,7,2018-10-28,0.19,1,310,4,0.4019,0.56
9907,7629972,"1br w/full ba,spacious and private",16929791,Tijana,Brooklyn,Columbia St,40.6851,-74.00228,Private room,70,7,2,2019-05-21,0.17,1,32,7,0.0,0.68
39432,30735308,Private 2 BR Apt in heart of South Slope,186334891,Muneeba,Brooklyn,Sunset Park,40.66207,-73.99147,Entire home/apt,150,2,17,2019-06-19,2.67,2,244,9,0.0,0.8
4103,2636396,Private room in in East Village,13499885,Arash,Manhattan,East Village,40.72839,-73.98613,Private room,120,3,5,2016-05-30,0.09,2,0,6,0.0,0.62
27170,21477282,Entire Apartment in Brooklyn Brownstone,6357428,Sophia,Brooklyn,Crown Heights,40.67592,-73.94792,Entire home/apt,100,2,3,2017-12-31,0.15,1,0,5,0.0,0.78
25264,20207132,Clean spacious 1 bedroom apt,445894,Alexa,Brooklyn,Bath Beach,40.60106,-74.00933,Entire home/apt,95,2,2,2017-08-22,0.09,2,0,5,0.4019,0.56
36020,28616686,Newly Remodeled Room !!! downtown brooklyn,214694658,Damon,Brooklyn,Fort Greene,40.69439,-73.97319,Private room,65,1,90,2019-06-24,9.41,1,254,8,0.0,0.84
27980,21877219,MINIMALISTIC APARTMENT/DECK IN HISTORIC BROWNSTONE,159587137,Wene,Brooklyn,Clinton Hill,40.69087,-73.96639,Entire home/apt,280,3,1,2019-05-03,0.44,2,343,5,0.0,1.0
13789,10387839,Cute 2 bed Williamsburg railroad,53477091,Elena,Brooklyn,Williamsburg,40.71436,-73.95445,Entire home/apt,100,1,5,2016-07-06,0.12,1,0,5,0.4588,0.64
42942,33348709,Lucio's Room #3 a unos  minutos del JFK y LGA,214738765,Lucio,Queens,Richmond Hill,40.69668,-73.83138,Private room,75,1,31,2019-07-07,9.21,3,89,12,0.0,0.9
29680,22794168,Sunny park-view room in Harlem brownstone,8637211,Judie And Steven,Manhattan,Harlem,40.81899,-73.94714,Private room,49,30,11,2019-01-17,0.79,4,257,6,0.4215,0.82
28838,22256926,Beautiful room in Brooklyn,15640230,Susana,Brooklyn,Crown Heights,40.66452,-73.9337,Private room,33,30,1,2018-09-02,0.1,4,354,4,0.5994,0.52
29556,22690837,"Architect's Haven-- Light, Books and Plants!",26856426,Nicholas,Brooklyn,Gowanus,40.66824,-73.99272,Entire home/apt,189,5,8,2018-06-25,0.52,1,0,10,0.0,0.88
19174,15250168,Bright Loft Room in a Charming Brooklyn Apartment,24273714,Aracelis,Brooklyn,Williamsburg,40.71381,-73.93903,Private room,85,1,31,2019-06-30,0.93,3,279,8,0.7717,0.98
20295,16226427,(Williamsburg) Large bedroom with private balcony,11313668,Adam,Brooklyn,Williamsburg,40.70089,-73.94997,Private room,55,1,8,2019-03-24,0.26,2,0,8,0.0,0.98
19661,15745269,Cozy and spacious 1 BR near Columbia University,25851147,Victoria,Manhattan,Harlem,40.81736,-73.95294,Private room,65,3,49,2019-05-24,1.5,1,46,8,0.0,0.94
3424,2055614,Lovely designer's studio,10527465,Gigi,Brooklyn,Fort Greene,40.6856,-73.97418,Private room,89,90,13,2018-10-08,0.19,1,101,4,0.5859,0.48
8800,6750178,Brooklyn Comfort w Rooftop View,173938,Vuong,Brooklyn,Bedford-Stuyvesant,40.68491,-73.94919,Private room,55,5,4,2018-02-08,0.08,1,21,5,0.3612,0.62
15418,12359146,Spacious Place in Brooklyn New York,39549563,Young,Brooklyn,Bedford-Stuyvesant,40.68075,-73.91099,Entire home/apt,140,30,38,2018-09-21,1.1,1,312,6,0.0,0.7
102,23501,Monkey Retreat Manhattan,63318,Meka,Manhattan,Washington Heights,40.83927,-73.94281,Private room,65,2,68,2012-11-01,0.6,1,312,3,0.2023,0.48
